scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
1546,1660857548.4126379,1660857548.5134764,1660857548.4126379,PUBLISHED,covered_and_deskewed,21707,21707,1660857546.517328,1660857548.517216,0.0050079822540283203,0.02,1.5631916698695678,14.655910460972034,1.1755882120203198,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1547,1660857548.5134981,1660857548.6143363,1660857548.5134981,PUBLISHED,covered_and_deskewed,21889,21889,1660857546.6173279,1660857548.6172161,0.0050082206726074219,0.02,1.391815265722568,7.4658496468148954,0.83932280025625583,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1548,1660857548.6143579,1660857548.7151942,1660857548.6143579,PUBLISHED,covered_and_deskewed,22149,22149,1660857546.7173281,1660857548.717216,0.0050082206726074219,0.02,1.2337867302316072,7.1503072843220989,0.48461059580722987,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1549,1660857548.7152181,1660857548.8160541,1660857548.7152181,PUBLISHED,covered_and_deskewed,22413,22413,1660857546.817328,1660857548.8172159,0.0050079822540283203,0.02,1.7623515389322595,15.842487675582143,1.1105742047871421,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1550,1660857548.816077,1660857548.9169142,1660857548.816077,PUBLISHED,covered_and_deskewed,21813,21813,1660857546.9173279,1660857548.9172161,0.0050082206726074219,0.02,1.6007290032928005,17.208538189491218,1.0231627961992609,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1551,1660857548.9169371,1660857549.0177181,1660857548.9169371,PUBLISHED,covered_and_deskewed,21829,21829,1660857547.0222721,1660857549.0221601,0.0050079822540283203,0.02,1.055713327716862,8.3314362070204204,0.76875917817805484,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1552,1660857549.017741,1660857549.1185782,1660857549.017741,PUBLISHED,covered_and_deskewed,22211,22211,1660857547.122272,1660857549.12216,0.0099999904632568359,0.02,1.843490978256682,16.446597410934586,1.3044544189297349,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1553,1660857549.1186011,1660857549.2194381,1660857549.1186011,PUBLISHED,covered_and_deskewed,22412,22412,1660857547.2222719,1660857549.2221601,0.0050082206726074219,0.02,1.8383623684907762,23.115938410147354,1.3044544189297349,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1554,1660857549.219461,1660857549.3202982,1660857549.219461,PUBLISHED,covered_and_deskewed,22019,22019,1660857547.3222721,1660857549.32216,0.0050079822540283203,0.02,1.2266865875553159,12.055273471190747,0.89835617018815517,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1555,1660857549.3203211,1660857549.4211533,1660857549.3203211,PUBLISHED,covered_and_deskewed,22405,22405,1660857547.422272,1660857549.4221599,0.0050079822540283203,0.02,2.0555867735399063,18.881175881668376,1.1148785623288953,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1556,1660857549.421181,1660857549.5220182,1660857549.421181,PUBLISHED,covered_and_deskewed,22341,22341,1660857547.5222721,1660857549.5221601,0.0050082206726074219,0.02,2.2595586871309377,36.646969305197359,1.5034668239474627,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1557,1660857549.5220411,1660857549.6228781,1660857549.5220411,PUBLISHED,covered_and_deskewed,22373,22373,1660857547.62728,1660857549.6271679,0.0050079822540283203,0.02,1.4389176564793873,9.4056864375777565,0.48525393112970505,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1558,1660857549.622901,1660857549.7237382,1660857549.622901,PUBLISHED,covered_and_deskewed,22626,22626,1660857547.7272799,1660857549.7271681,0.0050082206726074219,0.02,1.5591817591265023,17.650182715516014,0.70464250410537443,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1559,1660857549.7237611,1660857549.8245981,1660857549.7237611,PUBLISHED,covered_and_deskewed,22411,22411,1660857547.82728,1660857549.827168,0.0050079822540283203,0.02,1.7581658496772392,28.55486980571542,1.4249690569537528,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1560,1660857549.824621,1660857549.9254582,1660857549.824621,PUBLISHED,covered_and_deskewed,22527,22527,1660857547.9272799,1660857549.9271679,0.0050079822540283203,0.02,1.307553639015306,8.0848883092705428,0.41816530087928516,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1561,1660857549.9254811,1660857550.026262,1660857549.9254811,PUBLISHED,covered_and_deskewed,22356,22356,1660857548.027216,1660857550.0271039,0.0099999904632568359,0.02,1.9423990007360175,26.851680488708368,1.0495543664906544,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1562,1660857550.0262849,1660857550.1271222,1660857550.0262849,PUBLISHED,covered_and_deskewed,21957,21957,1660857548.1322081,1660857550.1320961,0.0050082206726074219,0.02,1.9959710593816786,30.974115229128611,1.7800488005874469,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1563,1660857550.1271451,1660857550.227982,1660857550.1271451,PUBLISHED,covered_and_deskewed,21588,21588,1660857548.232208,1660857550.232096,0.0050079822540283203,0.02,1.8383417845231342,20.297570381498044,1.0817108820408572,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1564,1660857550.2280049,1660857550.3288422,1660857550.2280049,PUBLISHED,covered_and_deskewed,20847,20847,1660857548.3322079,1660857550.3320961,0.0050082206726074219,0.02,2.1250242629998146,32.724258871096758,1.3982190695196961,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1565,1660857550.3288651,1660857550.429702,1660857550.3288651,PUBLISHED,covered_and_deskewed,20050,20050,1660857548.4322081,1660857550.432096,0.0050079822540283203,0.02,1.8675539538390877,13.752173338552055,0.91960852985583008,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1566,1660857550.4297249,1660857550.5305574,1660857550.4297249,PUBLISHED,covered_and_deskewed,20328,20328,1660857548.532208,1660857550.5320959,0.0050079822540283203,0.02,1.7353384513025372,9.5253245040555452,1.2176738006780945,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1567,1660857550.5305851,1660857550.6314211,1660857550.5305851,PUBLISHED,covered_and_deskewed,21315,21315,1660857548.6322081,1660857550.6320961,0.0050082206726074219,0.02,2.3264790794723238,17.605787492787911,0.84247020515082727,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1568,1660857550.6314449,1660857550.7322812,1660857550.6314449,PUBLISHED,covered_and_deskewed,21485,21485,1660857548.737216,1660857550.7371039,0.0050079822540283203,0.02,2.215109824666484,17.603126982670105,0.84247020515082727,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1569,1660857550.732305,1660857550.8331411,1660857550.732305,PUBLISHED,covered_and_deskewed,21913,21913,1660857548.8372159,1660857550.8371041,0.0050082206726074219,0.02,1.9098945501305746,9.0403448596051756,0.61302413265962519,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1570,1660857550.833164,1660857550.9340012,1660857550.833164,PUBLISHED,covered_and_deskewed,21945,21945,1660857548.937216,1660857550.937104,0.0050079822540283203,0.02,2.041226020654487,17.102302580150134,1.0329956165199172,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1571,1660857550.9340241,1660857551.0347912,1660857550.9340241,PUBLISHED,covered_and_deskewed,21905,21905,1660857549.037168,1660857551.037056,0.0050079822540283203,0.02,1.6974944297828447,13.348354577596439,0.45437008229432374,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1572,1660857551.0348279,1660857551.1356652,1660857551.0348279,PUBLISHED,covered_and_deskewed,22113,22113,1660857549.1371679,1660857551.1370561,0.0050082206726074219,0.02,0.94230928263272495,5.7390277616844045,0.49263867353238666,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1573,1660857551.1356881,1660857551.2365251,1660857551.1356881,PUBLISHED,covered_and_deskewed,22471,22471,1660857549.2371681,1660857551.237056,0.0050082206726074219,0.02,0.76709218438374549,12.712198755999481,0.6648290086282399,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1574,1660857551.2365479,1660857551.3373852,1660857551.2365479,PUBLISHED,covered_and_deskewed,22546,22546,1660857549.34216,1660857551.3420479,0.0050079822540283203,0.02,0.90953315321728734,5.7455289430167014,0.64859084156172986,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1575,1660857551.3374081,1660857551.4382451,1660857551.3374081,PUBLISHED,covered_and_deskewed,22422,22422,1660857549.4421599,1660857551.4420481,0.0050082206726074219,0.02,0.92949756177364762,4.5590660608117179,0.7681140689341317,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1576,1660857551.4382679,1660857551.5391052,1660857551.4382679,PUBLISHED,covered_and_deskewed,22670,22670,1660857549.54216,1660857551.542048,0.0050079822540283203,0.02,0.98182460706934138,10.585318430192379,0.71699199274284986,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1577,1660857551.5391281,1660857551.6399651,1660857551.5391281,PUBLISHED,covered_and_deskewed,22742,22742,1660857549.6421599,1660857551.6420479,0.0050082206726074219,0.02,0.91330282432480914,9.973571917354807,0.72228886600837461,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1578,1660857551.6399879,1660857551.7408252,1660857551.6399879,PUBLISHED,covered_and_deskewed,22813,22813,1660857549.7421601,1660857551.742048,0.0050082206726074219,0.02,0.71842993664346189,2.7082558494217364,0.24943496340769097,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1579,1660857551.7408481,1660857551.8416851,1660857551.7408481,PUBLISHED,covered_and_deskewed,22848,22848,1660857549.84216,1660857551.8420479,0.0050079822540283203,0.02,0.83349593429684454,2.2923268061835356,0.14980050535048098,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1580,1660857551.8417079,1660857551.9425452,1660857551.8417079,PUBLISHED,covered_and_deskewed,22846,22846,1660857549.9471681,1660857551.9470561,0.0050082206726074219,0.02,1.0111022670558989,13.56596817860656,0.38225738402213794,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1581,1660857551.9425681,1660857552.0433493,1660857551.9425681,PUBLISHED,covered_and_deskewed,22806,22806,1660857550.0471039,1660857552.0469921,0.0050082206726074219,0.02,1.1089661452823489,7.4881401429260288,0.34841888896870765,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1582,1660857552.0433719,1660857552.1442091,1660857552.0433719,PUBLISHED,covered_and_deskewed,22850,22850,1660857550.147104,1660857552.146992,0.0050079822540283203,0.02,1.2230519940858036,1.8052212957759115,0.10752592618357089,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1583,1660857552.144232,1660857552.2450714,1660857552.144232,PUBLISHED,covered_and_deskewed,22888,22888,1660857550.2471039,1660857552.2469921,0.0050082206726074219,0.02,1.2441528291257002,3.3022639152214714,0.17140540258237427,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1584,1660857552.2450919,1660857552.3459313,1660857552.2450919,PUBLISHED,covered_and_deskewed,22974,22974,1660857550.3471041,1660857552.346992,0.0050082206726074219,0.02,1.3104055118403339,12.638081252599736,0.37075077131560619,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1585,1660857552.345952,1660857552.4467914,1660857552.345952,PUBLISHED,covered_and_deskewed,22894,22894,1660857550.447104,1660857552.4469919,0.0050079822540283203,0.02,1.4163140266792933,3.499587127721898,0.24244724564394329,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1586,1660857552.4468119,1660857552.5476503,1660857552.4468119,PUBLISHED,covered_and_deskewed,22841,22841,1660857550.5520959,1660857552.5519841,0.0050082206726074219,0.02,1.4730436152362321,3.3361072692447564,0.22134198235379601,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1587,1660857552.547672,1660857552.6485081,1660857552.547672,PUBLISHED,covered_and_deskewed,22918,22918,1660857550.652096,1660857552.651984,0.0050079822540283203,0.02,1.5389772555181485,12.848463220360294,0.22711721670786669,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1588,1660857552.6485319,1660857552.7493682,1660857552.6485319,PUBLISHED,covered_and_deskewed,22802,22802,1660857550.7520959,1660857552.7519839,0.0050082206726074219,0.02,1.6455295994115526,7.2918553233745742,0.24903992309717857,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1589,1660857552.7493911,1660857552.8502281,1660857552.7493911,PUBLISHED,covered_and_deskewed,22910,22910,1660857550.8520961,1660857552.851984,0.0050082206726074219,0.02,1.5622258730075065,2.2993389384609602,0.071873878882027523,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1590,1660857552.850251,1660857552.9510882,1660857552.850251,PUBLISHED,covered_and_deskewed,22801,22801,1660857550.952096,1660857552.9519839,0.0050079822540283203,0.02,1.5978078712627208,2.5127182701180719,0.033719737492971205,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1591,1660857552.9511111,1660857553.051892,1660857552.9511111,PUBLISHED,covered_and_deskewed,22785,22785,1660857551.052048,1660857553.0519359,0.0050082206726074219,0.02,2.7817041844288553,3.6721549538760794,0.24565522835555559,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1592,1660857553.0519149,1660857553.1527522,1660857553.0519149,PUBLISHED,covered_and_deskewed,22912,22912,1660857551.1570561,1660857553.156944,0.0050082206726074219,0.02,3.2767267044150925,7.1510190459028617,0.33702697899763984,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1593,1660857553.152775,1660857553.253612,1660857553.152775,PUBLISHED,covered_and_deskewed,22983,22983,1660857551.257056,1660857553.2569439,0.0050079822540283203,0.02,3.3809043892923016,4.2646703551833713,0.12904165164574188,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1594,1660857553.2536349,1660857553.3544674,1660857553.2536349,PUBLISHED,covered_and_deskewed,23102,23102,1660857551.3570559,1660857553.3569441,0.0050082206726074219,0.02,3.3940279414231376,9.7740167003892946,0.36279366928907142,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1595,1660857553.354495,1660857553.455332,1660857553.354495,PUBLISHED,covered_and_deskewed,23142,23142,1660857551.457056,1660857553.456944,0.0099999904632568359,0.02,3.675238842309283,6.8997744433559438,0.47755404530614376,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1596,1660857553.4553549,1660857553.5561922,1660857553.4553549,PUBLISHED,covered_and_deskewed,22873,22873,1660857551.557056,1660857553.5569439,0.0050079822540283203,0.02,3.8101614176930121,6.1882542464985164,0.29130220457722072,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1597,1660857553.556215,1660857553.657052,1660857553.556215,PUBLISHED,covered_and_deskewed,23003,23003,1660857551.6620481,1660857553.661936,0.014991998672485352,0.02,3.7097900099281427,11.089781983969614,0.67030694853174866,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1598,1660857553.6570749,1660857553.7579122,1660857553.6570749,PUBLISHED,covered_and_deskewed,23003,23003,1660857551.762048,1660857553.7619359,0.0050079822540283203,0.02,3.7163163682227136,12.098749804381265,0.69787696615270889,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1599,1660857553.757935,1660857553.858772,1660857553.757935,PUBLISHED,covered_and_deskewed,23030,23030,1660857551.8620479,1660857553.8619361,0.0050082206726074219,0.02,2.9083747000733604,6.9474957913851858,0.34370620365450588,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1600,1660857553.8587949,1660857553.9596322,1660857553.8587949,PUBLISHED,covered_and_deskewed,22950,22950,1660857551.9620481,1660857553.961936,0.0050079822540283203,0.02,2.6854557695107304,13.031390704510953,0.56929714540120901,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1601,1660857553.959655,1660857554.0604362,1660857553.959655,PUBLISHED,covered_and_deskewed,22915,22915,1660857552.0619841,1660857554.061872,0.0050079822540283203,0.02,2.4537730848331019,13.020205935029832,0.70162195817979522,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1602,1660857554.0604589,1660857554.1612961,1660857554.0604589,PUBLISHED,covered_and_deskewed,22866,22866,1660857552.161984,1660857554.1618719,0.0050079822540283203,0.02,2.2042062560523612,6.2265486249149307,0.31351480638165585,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1603,1660857554.161319,1660857554.2621562,1660857554.161319,PUBLISHED,covered_and_deskewed,22862,22862,1660857552.2669921,1660857554.26688,0.0050082206726074219,0.02,3.2227494533690133,16.430872599437429,0.73915977534013089,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1604,1660857554.2621789,1660857554.3630161,1660857554.2621789,PUBLISHED,covered_and_deskewed,22981,22981,1660857552.366992,1660857554.3668799,0.0099999904632568359,0.02,3.4371679670569364,11.730519582750308,0.62321797364717235,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1605,1660857554.363039,1660857554.4638762,1660857554.363039,PUBLISHED,covered_and_deskewed,23002,23002,1660857552.4669919,1660857554.4668801,0.0050082206726074219,0.02,3.4315991184056092,5.6282079883308249,0.29882744398116567,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1606,1660857554.4638989,1660857554.5647361,1660857554.4638989,PUBLISHED,covered_and_deskewed,22963,22963,1660857552.566992,1660857554.56688,0.0050079822540283203,0.02,4.2822252839448547,11.786151513897018,0.81629364593137088,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
1607,1660857554.564759,1660857554.6655951,1660857554.564759,PUBLISHED,covered_and_deskewed,23237,23237,1660857552.6669919,1660857554.6668799,0.0050079822540283203,0.02,4.3217306605230066,13.196295934341745,0.85730123928349922,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
